nom_commune;latitude;longitude
Saint-Sylvestre-Pragoulin;46.05;3.383333
Sardon;45.966667;3.216667
Sauret-Besserve;46;2.816667
Servant;46.133333;2.916667
Surat;45.933333;3.25
Teilhède;45.95;3.066667
Teilhet;46.1;2.816667
Thuret;45.966667;3.266667
Tralaigues;45.9;2.6
Varennes-sur-Morge;45.933333;3.183333
Vensat;46.05;3.183333
Vergheas;46.033333;2.616667
Villeneuve-les-Cerfs;46.016667;3.333333
Villosanges;;
Virlet;;
Vitrac;;
Voingt;45.8;2.533333
Volvic;45.866667;3.05
Youx;46.133333;2.8
Yssac-la-Tourette;45.933333;3.083333
Arbus;43.333333;-0.5
Artiguelouve;43.316667;-0.466667
Aussevielle;43.35;-0.483333
Beyrie-en-Béarn;43.366667;-0.466667
Billère;43.3;-0.4
Bougarber;43.4;-0.466667
Caubios-Loos;43.416667;-0.4
Denguin;43.366667;-0.5
Gelos;43.283333;-0.366667
Lescar;43.333333;-0.416667
Lons;43.316667;-0.4
Mazères-Lezons;43.266667;-0.35
Momas;43.45;-0.433333
Narcastet;43.25;-0.316667
Pau;43.3;-0.366667
Poey-de-Lescar;43.35;-0.466667
Rontignon;43.266667;-0.333333
Sauvagnon;43.4;-0.383333
Siros;43.35;-0.483333
Uzein;43.4;-0.433333
Uzos;43.266667;-0.333333
Aast;43.283333;-0.083333
Abère;43.383333;-0.166667
Andoins;43.3;-0.233333
Angaïs;43.233333;-0.25
Anos;43.4;-0.283333
Aressy;43.283333;-0.316667
Arrien;43.316667;-0.15
Arros-de-Nay;;
Arthez-d'Asson;43.083333;-0.25
Artigueloutan;43.266667;-0.25
Assat;43.25;-0.3
Asson;43.15;-0.25
Baleix;43.383333;-0.133333
Baliros;43.233333;-0.3
Barinque;43.4;-0.266667
Barzun;43.216667;-0.133333
Baudreix;43.2;-0.25
Bédeille;43.35;-0.1
Bénéjacq;43.2;-0.216667
Bentayou-Sérée;43.4;-0.066667
Bernadets;43.383333;-0.283333
Beuste;43.216667;-0.233333
Bizanos;43.283333;-0.35
Boeil-Bezing;43.216667;-0.266667
Bordères;43.2;-0.216667
Bordes;43.233333;-0.283333
Bourdettes;43.2;-0.266667
Bruges-Capbis-Mifaget;;
Buros;43.35;-0.3
Casteide-Doat;43.383333;-0.016667
Castéra-Loubix;43.4;-0.033333
Coarraze;43.166667;-0.233333
Escoubès;43.416667;-0.233333
Eslourenties-Daban;43.3;-0.133333
Espéchède;43.316667;-0.183333
Espoey;43.25;-0.166667
Gabaston;43.366667;-0.2
Ger;43.25;-0.05
Gomer;43.25;-0.183333
Haut-de-Bosdarros;43.183333;-0.316667
Higuères-Souye;43.383333;-0.266667
Hours;43.233333;-0.166667
Idron;;
Igon;43.166667;-0.233333
Labatmale;43.183333;-0.15
Labatut;43.425;-0.016667
Lagos;43.216667;-0.216667
Lamayou;43.383333;-0.033333
Lée;43.283333;-0.283333
Lespourcy;43.366667;-0.15
Lestelle-Bétharram;43.133333;-0.216667
Limendous;43.283333;-0.183333
Livron;43.233333;-0.133333
Lombia;43.333333;-0.133333
Lourenties;43.283333;-0.166667
Lucgarier;43.233333;-0.183333
Maucor;43.35;-0.283333
Maure;43.383333;-0.066667
Meillon;43.266667;-0.316667
Mirepeix;43.183333;-0.25
Monségur;43.4318;-0.01679
Montaner;43.35;-
Montardon;43.366667;-0.35
Montaut;;
Morlaàs;43.35;-0.266667
Nay;;
Nousty;43.266667;-0.216667
Ouillon;43.316667;-0.233333
Ousse;43.283333;-0.266667
Pardies-Piétat;43.216667;-0.3
Pau;43.3;-0.366667
Ponson-Debat-Pouts;43.333333;-0.033333
Ponson-Dessus;43.316667;-0.05
Pontacq;43.183333;-0.116667
Pontiacq-Viellepinte;43.366667;-0.05
Riupeyrous;43.4;-0.233333
Saint-Abit;43.2;-0.3
Saint-Armou;43.416667;-0.3
Saint-Castin;43.383333;-0.3
Saint-Jammes;43.35;-0.25
Saint-Laurent-Bretagne;43.383333;-0.2
Saint-Vincent;43.158333;-0.15
Saubole;43.316667;-0.116667
Sedze-Maubecq;43.35;-0.116667
Sedzère;43.35;-0.166667
Sendets;;
Serres-Castet;43.383333;-0.35
Serres-Morlaàs;43.333333;-0.25
Soumoulou;43.266667;-0.183333
Urost;43.333333;-0.15
Abidos;43.4;-0.616667
Abos;43.35;-0.566667
Anoye;43.4;-0.133333
Argagnon;43.45;-0.683333
Argelos;43.45;-0.35
Arget;43.55;-0.533333
Arnos;43.45;-0.533333
Arricau-Bordes;43.5;-0.133333
Arrosès;43.55;-0.116667
Arthez-de-Béarn;43.466667;-0.6
Artix;43.4;-0.55
Arzacq-Arraziguet;43.533333;-0.416667
Astis;43.433333;-0.333333
Aubertin;43.266667;-0.483333
Aubin;43.433333;-0.416667
Aubous;43.566667;-0.133333
Auga;43.483333;-0.366667
Auriac;43.45;-0.3
Aurions-Idernes;43.533333;-0.133333
Auterrive;43.466667;-1
Aydie;43.566667;-0.1
Baigts-de-Béarn;43.516667;-0.833333
Balansun;43.483333;-0.7
Baliracq-Maumusson;43.55;-0.25
Bassillon-Vauzé;;
Bellocq;43.516667;-0.916667
Bérenx;43.5;-0.85
Bésingrand;43.366667;-0.566667
Bétracq;43.516667;-0.05
Biron;43.466667;-0.733333
Bonnut;43.55;-0.766667
Bosdarros;43.216667;-0.366667
Boueilh-Boueilho-Lasque;43.55;-0.316667
Bouillon;43.5;-0.5
Boumourt;43.433333;-0.516667
Bournos;43.433333;-0.383333
Burosse-Mendousse;43.516667;-0.216667
Cabidos;43.55;-0.466667
Cadillon;43.533333;-0.15
Carrère;43.466667;-0.283333
Carresse-Cassaber;;
Castagnède;43.45;-0.983333
Casteide-Cami;43.416667;-0.516667
Casteide-Candau;43.516667;-0.566667
Castétis;43.466667;-0.716667
Castetner;43.45;-0.75
Castetpugon;43.566667;-0.233333
Castillon(Canton d'Arthez-de-Béarn);;
Castillon(Canton de Lembeye);;
Cescau;43.416667;-0.5
Claracq;43.5;-0.3
Conchez-de-Béarn;43.55;-0.166667
Corbère-Abères;;
Coslédaà-Lube-Boast;43.466667;-0.233333
Coublucq;43.533333;-0.366667
Crouseilles;43.516667;-0.083333
Cuqueron;43.316667;-0.55
Diusse;43.566667;-0.166667
Doazon;43.45;-0.55
Doumy;43.45;-0.366667
Escos;43.45;-1
Escurès;43.466667;-0.116667
Estialescq;43.216667;-0.55
Fichous-Riumayou;43.483333;-0.45
Gan;43.233333;-0.383333
Garlède-Mondebat;43.5;-0.333333
Garlin;43.566667;-0.25
Garos;43.5;-0.466667
Gayon;43.483333;-0.166667
Gerderest;43.416667;-0.183333
Géus-d'Arzacq;43.483333;-0.516667
Hagetaubin;43.516667;-0.616667
Jurançon;43.3;-0.383333
Laà-Mondrans;43.45;-0.766667
Labastide-Cézéracq;43.383333;-0.533333
Labastide-Monréjeau;43.4;-0.516667
Labastide-Villefranche;43.45;-1.016667
Labeyrie;43.533333;-0.616667
Lacadée;43.533333;-0.65
Lacommande;43.283333;-0.5
Lacq;43.416667;-0.633333
Lagor;43.383333;-0.65
Lahontan;43.533333;-0.966667
Lahourcade;43.35;-0.616667
Lalongue;43.483333;-0.183333
Lalonquette;43.483333;-0.316667
Lannecaube;43.483333;-0.216667
Lanneplaà;43.45;-0.816667
Laroin;43.3;-0.433333
Larreule;43.483333;-0.466667
Lasclaveries;43.433333;-0.283333
Lasserre;;
Lasseube;43.233333;-0.483333
Lasseubetat;43.166667;-0.45
Lembeye;43.45;-0.1
Lème;43.5;-0.366667
Léren;43.5;-1.033333
Lespielle;;
Lonçon;43.466667;-0.416667
Loubieng;43.433333;-0.75
Louvigny;43.5;-0.45
Luc-Armau;;
Lucarré;43.4;-0.083333
Lucq-de-Béarn;43.3;-0.666667
Lussagnet-Lusson;43.433333;-0.2
Malaussanne;43.566667;-0.466667
Mascaraàs-Haron;43.55;-0.216667
Maslacq;43.433333;-0.7
Maspie-Lalonquère-Juillacq;;
Mazerolles;43.45;-0.466667
Méracq;43.516667;-0.383333
Mesplède;43.483333;-0.65
Mialos;43.5;-0.4
Miossens-Lanusse;43.466667;-0.3
Momy;43.4;-0.116667
Monassut-Audiracq;43.416667;-0.2
Moncaup;43.483333;-0.066667
Moncla;43.583333;-0.233333
Monein;43.333333;-0.583333
Monpezat;43.5;-0.066667
Mont;43.433333;-0.65
Montagut;43.566667;-0.5
Mont-Disse;43.566667;-0.15
Morlanne;43.516667;-0.533333
Mouhous;43.483333;-0.25
Mourenx;43.383333;-0.6
Navailles-Angos;43.416667;-0.333333
Noguères;43.366667;-0.6
Orthez;43.483333;-0.766667
Os-Marsillon;43.383333;-0.616667
Ozenx-Montestrucq;43.45;-0.783333
Parbayse;43.333333;-0.55
Pardies;43.366667;-0.583333
Pau;43.3;-0.366667
Peyrelongue-Abos;43.416667;-0.1
Piets-Plasence-Moustrou;43.516667;-0.5
Pomps;43.5;-0.533333
Portet;43.566667;-0.183333
Pouliacq;43.533333;-0.35
Poursiugues-Boucoue;43.55;-0.366667
Puyoô;43.533333;-0.916667
Ramous;43.516667;-0.9
Ribarrouy;43.533333;-0.266667
Saint-Boès;43.533333;-0.8
Saint-Dos;43.466667;-1.016667
Saint-Faust;43.266667;-0.45
Saint-Girons;43.55;-0.833333
Saint-Jean-Poudge;43.533333;-0.183333
Saint-Médard;43.533333;-0.583333
Saint-Pé-de-Léren;43.483333;-1.033333
Salies-de-Béarn;43.483333;-0.916667
Salles-Mongiscard;43.5;-0.833333
Sallespisse;43.533333;-0.716667
Samsons-Lion;43.433333;-0.116667
Sarpourenx;43.45;-0.7
Sault-de-Navailles;43.55;-0.666667
Sauvelade;43.4;-0.7
Séby;43.483333;-0.4
Séméacq-Blachon;43.5;-0.116667
Serres-Sainte-Marie;43.416667;-0.55
Sévignacq;;
Simacourbe;43.45;-0.166667
Tadousse-Ussau;43.55;-0.183333
Taron-Sadirac-Viellenave;43.516667;-0.25
Tarsacq;43.35;-0.533333
Thèze;43.483333;-0.35
Urdès;43.45;-0.583333
Uzan;43.483333;-0.5
Vialer;43.5;-0.166667
Viellenave-d'Arthez;43.416667;-0.483333
Vielleségure;43.35;-0.683333
Vignes;43.516667;-0.416667
Viven;43.466667;-0.366667
Abitain;43.416667;-0.983333
Accous;42.983333;-0.6
Agnos;43.166667;-0.616667
Ahaxe-Alciette-Bascassan;43.15;-1.166667
Aïcirits-Camou-Suhast;;
Aincille;43.15;-1.2
Ainharp;43.266667;-0.933333
Ainhice-Mongelos;43.2;-1.15
Alçay-Alçabéhéty-Sunharette;;
Aldudes;43.1;-1.433333
Alos-Sibas-Abense;;
Amendeuix-Oneix;43.35;-1.033333
Amorots-Succos;43.366667;-1.1
Ance;43.15;-0.7
Andrein;43.383333;-0.9
Angous;43.3;-0.816667
Anhaux;43.166667;-1.283333
Aramits;43.116667;-0.716667
Araujuzon;43.366667;-0.816667
Araux;43.35;-0.8
Arbérats-Sillègue;43.35;-0.983333
Arbouet-Sussaute;43.366667;-1
Aren;43.266667;-0.683333
Arette;43.1;-0.716667
Arhansus;43.25;-1.033333
Armendarits;43.3;-1.166667
Arnéguy;43.116667;-1.283333
Aroue-Ithorots-Olhaïby;;
Arrast-Larrebieu;43.3;-0.85
Arraute-Charritte;43.4;-1.1
Arudy;43.116667;-0.433333
Asasp-Arros;;
Ascarat;43.166667;-1.25
Aste-Béon;43.016667;-0.416667
Athos-Aspis;43.4;-0.966667
Audaux;43.366667;-0.783333
Aussurucq;43.15;-0.933333
Autevielle-Saint-Martin-Bideren;43.383333;-0.966667
Aydius;43;-0.533333
Banca;43.116667;-1.366667
Barcus;43.183333;-0.766667
Barraute-Camu;43.383333;-0.9
Bastanès;43.35;-0.766667
Bedous;43;-0.6
Béguios;43.35;-1.083333
Béhasque-Lapiste;43.333333;-1
Béhorléguy;43.133333;-1.116667
Béost;43;-0.416667
Berrogain-Laruns;43.25;-0.85
Bescat;43.133333;-0.416667
Beyrie-sur-Joyeuse;;
Bidarray;43.266667;-1.35
Bidos;;
Bielle;43.05;-0.433333
Bilhères;43.066667;-0.45
Bonloc;43.366667;-1.266667
Borce;42.908333;-0.575
Bugnein;43.35;-0.783333
Bunus;43.216667;-1.066667
Burgaronne;43.416667;-0.9
Bussunarits-Sarrasquette;43.166667;-1.166667
Bustince-Iriberry;43.183333;-1.183333
Buziet;43.133333;-0.466667
Buzy;43.133333;-0.45
Camou-Cihigue;43.116667;-0.9
Cardesse;43.266667;-0.583333
Caro;43.15;-1.216667
Castet;43.066667;-0.416667
Castetbon;43.383333;-0.783333
Castetnau-Camblong;43.333333;-0.783333
Cette-Eygun;42.933333;-0.591667
Charre;43.316667;-0.866667
Charritte-de-Bas;43.3;-0.883333
Chéraute;43.233333;-0.85
Dognen;43.283333;-0.733333
Domezain-Berraute;43.333333;-0.966667
Eaux-Bonnes;42.975;-0.391667
Escot;43.083333;-0.6
Escou;43.183333;-0.533333
Escout;43.183333;-0.55
Espès-Undurein;43.266667;-0.883333
Espiute;43.366667;-0.916667
Esquiule;43.2;-0.716667
Estérençuby;43.1;-1.183333
Estos;43.216667;-0.616667
Etcharry;43.333333;-0.933333
Etchebar;43.083333;-0.883333
Etsaut;42.908333;-0.575
Eysus;43.133333;-0.583333
Féas;43.166667;-0.683333
Gabat;43.366667;-1.033333
Gamarthe;43.2;-1.133333
Garindein;43.216667;-0.9
Garris;43.35;-1.05
Gère-Bélesten;43.016667;-0.433333
Géronce;43.233333;-0.683333
Gestas;43.35;-0.883333
Geüs-d'Oloron;43.25;-0.7
Goès;43.2;-0.583333
Gotein-Libarrenx;43.2;-0.9
Guinarthe-Parenties;43.383333;-0.95
Gurmençon;43.15;-0.6
Gurs;43.283333;-0.75
Hasparren;43.383333;-1.3
Haux;43.083333;-0.85
Hélette;43.3;-1.233333
Herrère;43.166667;-0.533333
Hosta;43.15;-1.083333
Ibarrolle;43.2;-1.083333
Idaux-Mendy;43.183333;-0.916667
Iholdy;43.283333;-1.166667
Ilharre;43.383333;-1.033333
Irissarry;43.266667;-1.233333
Irouléguy;43.183333;-1.3
Ispoure;43.166667;-1.233333
Issor;43.1;-0.666667
Izeste;;
Jasses;43.316667;-0.75
Jaxu;43.2;-1.183333
Juxue;43.233333;-1.05
Laàs;43.383333;-0.85
Labets-Biscay;43.383333;-1.05
Lacarre;43.183333;-1.166667
Lacarry-Arhan-Charritte-de-Haut;;
Laguinge-Restoue;43.1;-0.85
Lanne-en-Barétous;;
Lantabat;43.25;-1.116667
Larceveau-Arros-Cibits;43.233333;-1.083333
Larrau;43.016667;-0.95
Larribar-Sorhapuru;43.3;-1.016667
Laruns;42.983333;-0.416667
Lasse;43.15;-1.266667
Lay-Lamidou;43.283333;-0.716667
Lecumberry;43.133333;-1.133333
Ledeuix;43.216667;-0.616667
Lées-Athas;42.975;-0.616667
Lescun;42.933333;-0.591667
L'Hôpital-d'Orion;43.433333;-0.85
L'Hôpital-Saint-Blaise;43.25;-0.766667
Lichans-Sunhar;43.1;-0.866667
Lichos;43.3;-0.866667
Licq-Athérey;43.066667;-0.866667
Lohitzun-Oyhercq;43.283333;-0.966667
Lourdios-Ichère;43.05;-0.666667
Louvie-Juzon;43.1;-0.416667
Louvie-Soubiron;43;-0.433333
Lurbe-Saint-Christau;43.116667;-0.616667
Luxe-Sumberraute;43.35;-1.083333
Lys;43.133333;-0.35
Macaye;43.333333;-1.316667
Masparraute;43.383333;-1.083333
Mauléon-Licharre;43.233333;-0.883333
Méharin;43.333333;-1.15
Mendionde;43.35;-1.3
Menditte;43.166667;-0.9
Mendive;43.133333;-1.133333
Méritein;43.333333;-0.766667
Moncayolle-Larrory-Mendibieu;;
Montfort;43.366667;-0.85
Montory;43.1;-0.816667
Moumour;43.216667;-0.666667
Musculdy;43.2;-0.95
Nabas;43.333333;-0.866667
Narp;43.366667;-0.833333
Navarrenx;43.333333;-0.75
Ogenne-Camptort;43.316667;-0.7
Ogeu-les-Bains;43.15;-0.5
Oloron-Sainte-Marie;43.2;-0.6
Oraàs;43.433333;-0.983333
Ordiarp;43.183333;-0.933333
Orègue;43.4;-1.133333
Orin;43.233333;-0.666667
Orion;43.416667;-0.866667
Orriule;43.4;-0.866667
Orsanco;43.3;-1.066667
Ossas-Suhare;43.133333;-0.883333
Osse-en-Aspe;43;-0.616667
Ossenx;43.366667;-0.816667
Osserain-Rivareyte;43.383333;-0.95
Ossès;43.233333;-1.283333
Ostabat-Asme;43.25;-1.066667
Pagolle;43.233333;-0.983333
Poey-d'Oloron;43.25;-0.666667
Préchacq-Josbaig;43.266667;-0.716667
Préchacq-Navarrenx;43.283333;-0.716667
Précilhon;43.2;-0.583333
Rébénacq;43.166667;-0.383333
Rivehaute;43.35;-0.883333
Roquiague;43.2;-0.833333
Sainte-Colome;43.1;-0.4
Sainte-Engrâce;43;-0.816667
Saint-Esteben;43.333333;-1.216667
Saint-Etienne-de-Baïgorry;43.166667;-1.35
Saint-Gladie-Arrive-Munein;43.383333;-0.933333
Saint-Goin;43.25;-0.7
Saint-Jean-le-Vieux;43.166667;-1.183333
Saint-Jean-Pied-de-Port;43.166667;-1.233333
Saint-Just-Ibarre;43.2;-1.05
Saint-Martin-d'Arberoue;43.35;-1.2
Saint-Martin-d'Arrossa;43.233333;-1.316667
Saint-Michel;43.133333;-1.216667
Saint-Palais;43.333333;-1.033333
Sarrance;43.05;-0.6
Saucède;43.266667;-0.683333
Sauguis-Saint-Etienne;43.15;-0.883333
Sauveterre-de-Béarn;;
Sévignacq-Meyracq;43.116667;-0.416667
Suhescun;43.233333;-1.2
Sus;43.3;-0.766667
Susmiou;43.316667;-0.766667
Tabaille-Usquain;43.366667;-0.9
Tardets-Sorholus;43.116667;-0.85
Trois-Villes;43.133333;-0.866667
Uhart-Cize;43.166667;-1.233333
Uhart-Mixe;43.283333;-1.016667
Urdos;42.875;-0.558333
Urepel;43.066667;-1.416667
Verdets;43.233333;-0.65
Viellenave-de-Navarrenx;43.35;-0.783333
Viodos-Abense-de-Bas;43.25;-0.883333
Anglet;43.483333;-1.533333
Arancou;43.433333;-1.05
Ayherre;43.383333;-1.25
Bardos;43.483333;-1.2
Bayonne;43.483333;-1.483333
Bergouey-Viellenave;;
Bidache;43.483333;-1.133333
Boucau;43.533333;-1.5
Briscous;43.466667;-1.333333
Came;43.483333;-1.116667
Guiche;43.516667;-1.2
Isturits;43.366667;-1.2
La Bastide-Clairence;;
Lahonce;43.483333;-1.383333
Mouguerre;43.466667;-1.416667
Saint-Pierre-d'Irube;43.483333;-1.466667
Sames;43.516667;-1.15
Urcuit;43.483333;-1.333333
Urt;43.5;-1.283333
Villefranque;43.433333;-1.45
Ahetze;43.4;-1.566667
Ainhoa;43.3;-1.5
Arbonne;43.433333;-1.55
Arcangues;43.433333;-1.516667
Ascain;43.35;-1.616667
Bassussarry;43.45;-1.5
Biarritz;43.483333;-1.566667
Bidart;43.433333;-1.583333
Biriatou;43.333333;-1.741667
Cambo-les-Bains;43.366667;-1.4
Ciboure;43.383333;-1.666667
Espelette;43.333333;-1.45
Guéthary;43.416667;-1.6
Halsou;43.366667;-1.416667
Hendaye;43.358333;-1.775
Itxassou;43.316667;-1.4
Jatxou;43.383333;-1.433333
Larressore;43.366667;-1.433333
Louhossoa;43.316667;-1.35
Saint-Jean-de-Luz;43.383333;-1.666667
Saint-Pée-sur-Nivelle;43.35;-1.55
Sare;43.316667;-1.583333
Souraïde;43.35;-1.466667
Urrugne;43.358333;-1.7
Ustaritz;43.4;-1.45
Adervielle-Pouchergues;;
Allier;43.183333;0.116667
Ancizan;42.883333;0.333333
Anères;43.066667;0.483333
Angos;43.2;0.15
Anla;43;0.583333
Antichan;43;0.583333
Antin;43.333333;0.283333
Antist;43.116667;0.133333
Aragnouet;42.791667;0.225
Ardengost;42.933333;0.4
Argelès;43.083333;0.2
Aries-Espénan;43.283333;0.533333
Armenteule;42.816667;0.416667
Arné;43.183333;0.516667
Arreau;42.9;0.366667
Arrodets;43.033333;0.283333
Artiguemy;43.133333;0.25
Aspin-Aure;42.933333;0.35
Asque;43.05;0.25
Asté;43.033333;0.166667
Astugue;43.1;0.066667
Aulon;;
Avajan;42.833333;0.4
Aventignan;43.066667;0.55
Aveux;43;0.566667
Avezac-Prat-Lahitte;;
Azet;42.816667;0.35
Bagnères-de-Bigorre;43.066667;0.15
Banios;43.033333;0.233333
Barbazan-Debat;43.2;0.116667
Barbazan-Dessus;43.166667;0.133333
Bareilles;42.9;0.433333
Barrancoueu;42.916667;0.333333
Barthe;43.283333;0.466667
Batsère;43.066667;0.283333
Bazordan;43.216667;0.533333
Bazus-Aure;42.85;0.35
Bazus-Neste;43.033333;0.383333
Beaudéan;43.033333;0.166667
Bégole;43.15;0.333333
Benqué;43.1;0.283333
Bernac-Debat;43.166667;0.116667
Bernac-Dessus;43.166667;0.116667
Bernadets-Debat;43.35;0.316667
Bernadets-Dessus;43.216667;0.3
Bertren;43;0.616667
Betbèze;43.283333;0.566667
Betpouy;43.283333;0.45
Bettes;43.083333;0.216667
Beyrède-Jumet;42.95;0.383333
Bize;43.033333;0.483333
Bizous;43.066667;0.433333
Bonnefont;43.25;0.35
Bonnemazon;43.1;0.266667
Bonrepos;43.2;0.383333
Bordères-Louron;42.883333;0.4
Bordes;43.2;0.216667
Bourg-de-Bigorre;;
Bourisp;42.833333;0.333333
Bramevaque;42.983333;0.566667
Bugard;43.266667;0.316667
Bulan;43.033333;0.283333
Burg;43.183333;0.333333
Cadéac;42.9;0.35
Cadeilhan-Trachère;42.816667;0.316667
Caharet;43.133333;0.316667
Calavanté;43.2;0.166667
Camous;42.95;0.383333
Campan;43.016667;0.166667
Camparan;42.833333;0.35
Campistrous;43.15;0.383333
Campuzan;43.266667;0.416667
Cantaous;;
Capvern;43.1;0.316667
Castelbajac;43.183333;0.35
Castelnau-Magnoac;43.3;0.5
Castéra-Lanusse;43.166667;0.283333
Casterets;43.316667;0.583333
Castillon;43.083333;0.216667
Caubous;;
Cazarilh;42.966667;0.583333
Cazaux-Debat;42.883333;0.383333
Cazaux-Fréchet-Anéran-Camors;;
Chelle-Spou;43.133333;0.25
Cieutat;43.133333;0.216667
Cizos;43.25;0.483333
Clarac;43.216667;0.25
Clarens;43.166667;0.416667
Créchets;43;0.583333
Devèze;43.266667;0.55
Ens;42.8;0.35
Esbareich;42.95;0.566667
Escala;43.083333;0.4
Esconnets;43.066667;0.233333
Escots;43.066667;0.266667
Esparros;43.033333;0.316667
Espèche;43.05;0.3
Espieilh;43.083333;0.25
Estampures;43.375;0.283333
Estarvielle;42.816667;0.416667
Estensan;42.816667;0.35
Ferrère;42.95;0.533333
Fontrailles;43.35;0.35
Fréchède;43.366667;0.266667
Fréchendets;43.066667;0.25
Fréchet-Aure;42.933333;0.366667
Fréchou-Fréchet;43.183333;0.166667
Galan;43.233333;0.416667
Galez;43.183333;0.4
Gaudent;43;0.566667
Gaussan;43.233333;0.483333
Gazave;43.033333;0.45
Gembrie;42.983333;0.566667
Générest;43.033333;0.533333
Génos;;
Gerde;43.05;0.166667
Germ;42.8;0.433333
Gouaux;42.866667;0.366667
Goudon;43.25;0.233333
Gourgue;43.133333;0.266667
Grailhen;42.85;0.366667
Grézian;42.883333;0.35
Guchan;42.85;0.35
Guchen;42.866667;0.333333
Guizerix;43.316667;0.45
Hachan;43.283333;0.45
Hauban;43.1;0.166667
Hautaget;43.05;0.466667
Hèches;43.016667;0.366667
Hitte;43.15;0.166667
Houeydets;43.166667;0.35
Ilhet;42.966667;0.383333
Ilheu;43;0.6
Izaourt;43.016667;0.6
Izaux;43.066667;0.383333
Jézeau;42.9;0.383333
La Barthe-de-Neste;43.083333;0.383333
Labassère;43.05;0.1
Labastide;43.033333;0.35
Laborde;43.033333;0.3
Lagrange;43.133333;0.35
Lalanne;43.266667;0.575
Lalanne-Trie;43.316667;0.333333
Lamarque-Rustaing;43.283333;0.3
Lançon;42.883333;0.366667
Lanespède;43.166667;0.266667
Lannemezan;43.133333;0.383333
Lapeyre;43.316667;0.333333
Laran;43.233333;0.466667
Larroque;;
Lassales;43.216667;0.483333
Lespouey;43.216667;0.166667
Lhez;43.2;0.2
Libaros;43.25;0.383333
Lies;43.066667;0.216667
Lombrès;43.05;0.516667
Lomné;43.05;0.3
Lortet;43.05;0.383333
Loudenvielle;42.8;0.416667
Loudervielle;42.816667;0.433333
Loures-Barousse;43.016667;0.616667
Lubret-Saint-Luc;43.316667;0.3
Luby-Betmont;43.3;0.3
Luc;43.15;0.183333
Lustar;43.266667;0.333333
Lutilhous;43.133333;0.333333
Marsas;43.05;0.233333
Mascaras;43.183333;0.166667
Mauléon-Barousse;42.966667;0.566667
Mauvezin;43.116667;0.283333
Mazères-de-Neste;;
Mazerolles;43.35;0.283333
Mazouau;43.033333;0.4
Mérilheu;43.1;0.183333
Molère;43.1;0.3
Monléon-Magnoac;43.25;0.533333
Monlong;43.2;0.466667
Mont;42.816667;0.433333
Montastruc;;
Montégut;43.066667;0.508333
Montgaillard;;
Montignac;43.183333;0.15
Montoussé;43.066667;0.416667
Montsérié;43.05;0.433333
Moulédous;43.233333;0.233333
Nestier;43.066667;0.5
Neuilh;43.083333;0.066667
Nistos;;
Oléac-Dessus;43.166667;0.183333
Ordizan;43.1;0.133333
Organ;43.283333;0.483333
Orieux;43.233333;0.3
Orignac;43.116667;0.166667
Osmets;43.3;0.266667
Oueilloux;43.166667;0.183333
Ourde;42.966667;0.55
Ozon;43.166667;0.266667
Pailhac;42.916667;0.366667
Péré;43.133333;0.3
Peyraube;43.2;0.25
Peyret-Saint-André;43.316667;0.516667
Pinas;43.116667;0.433333
Poumarous;43.15;0.216667
Pouy;43.25;0.566667
Pouzac;43.083333;0.133333
Puntous;43.3;0.45
Puydarrieux;43.283333;0.383333
Recurt;43.216667;0.433333
Réjaumont;43.15;0.45
Ricaud;43.15;0.266667
Ris;42.883333;0.4
Sabarros;43.233333;0.433333
Sacoué;42.983333;0.55
Sadournin;43.316667;0.4
Sailhan;42.816667;0.333333
Saint-Arroman;43.05;0.4
Sainte-Marie;;
Saint-Lary-Soulan;42.816667;0.316667
Saint-Laurent-de-Neste;43.083333;0.483333
Saint-Paul;;
Saléchan;42.95;0.633333
Salles-Adour;43.183333;0.1
Samuran;42.983333;0.6
Sariac-Magnoac;43.316667;0.55
Sarlabous;43.083333;0.283333
Sarp;43.016667;0.583333
Sarrancolin;42.966667;0.383333
Sarrouilles;43.233333;0.133333
Seich;43.016667;0.483333
Séméac;43.233333;0.116667
Sentous;43.266667;0.383333
Sère-Rustaing;43.266667;0.3
Sinzos;43.216667;0.216667
Siradan;42.966667;0.616667
Sost;42.933333;0.55
Tajan;43.183333;0.466667
Thèbe;42.966667;0.583333
Thermes-Magnoac;43.3;0.583333
Tibiran-Jaunac;43.05;0.566667
Tilhouse;43.083333;0.316667
Tournay;43.183333;0.25
Tournous-Darré;43.283333;0.366667
Tournous-Devant;43.25;0.416667
Tramezaïgues;42.8;0.291667
Trébons;43.1;0.116667
Trie-sur-Baïse;;
Troubat;42.983333;0.583333
Tuzaguet;43.083333;0.433333
Uglas;43.133333;0.433333
Uzer;43.083333;0.2
Vidou;43.3;0.316667
Vielle-Adour;43.15;0.116667
Vielle-Aure;42.833333;0.333333
Vielle-Louron;;
Vieuzos;43.266667;0.45
Vignec;42.833333;0.316667
Villembits;43.283333;0.316667
Villemur;43.25;0.55
Adast;42.966667;-0.083333
Adé;43.133333;-0.033333
Agos-Vidalos;43.033333;-0.066667
Arbéost;43;-0.283333
Arcizac-Adour;43.15;0.1
Arcizac-ez-Angles;43.1;0.016667
Arcizans-Avant;42.983333;-0.1
Arcizans-Dessus;42.983333;-0.15
Argelès-Gazost;43.016667;-0.1
Arras-en-Lavedan;42.983333;-0.133333
